# EDUK2 solver execution report
# generated_at: 2026-08-24T21:16:47-03:00
# primary_time: internal_seconds (average over successful runs)
instance	algorithm	status	runs	internal_seconds	profit	weight	optimal	verified	states_scanned	points_generated	bb_nodes	details
nsds2_n20000wmin20000-160-s582600153c1334579.ukp	faithful	ok	1	0.017259	1682882.000000	1334540.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.032547 last_stop_reason=
nsds2_n20000wmin20000-160-s582600153c1334579.ukp	ukp5	ok	1	0.763335	1682882.000000	1334540.000000	1					elapsed_seconds=0.802088
nsds2_n20000wmin20000-161-s311293941c1107461.ukp	faithful	ok	1	0.018037	1404832.000000	1107458.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.026723 last_stop_reason=
nsds2_n20000wmin20000-161-s311293941c1107461.ukp	ukp5	ok	1	0.705015	1404832.000000	1107458.000000	1					elapsed_seconds=0.761292
nsds2_n20000wmin20000-162-s666650214c1152544.ukp	faithful	ok	1	0.017476	1460682.000000	1152514.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.033569 last_stop_reason=
nsds2_n20000wmin20000-162-s666650214c1152544.ukp	ukp5	ok	1	0.328907	1460682.000000	1152514.000000	1					elapsed_seconds=0.367821
nsds2_n20000wmin20000-163-s955524903c1494165.ukp	faithful	ok	1	0.210977	1878367.000000	1494159.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.218955 last_stop_reason=
nsds2_n20000wmin20000-163-s955524903c1494165.ukp	ukp5	ok	1	0.929406	1878367.000000	1494159.000000	1					elapsed_seconds=0.966792
nsds2_n20000wmin20000-164-s90959982c1115495.ukp	faithful	ok	1	0.138684	1405270.000000	1115417.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.154134 last_stop_reason=
nsds2_n20000wmin20000-164-s90959982c1115495.ukp	ukp5	ok	1	0.617531	1405270.000000	1115417.000000	1					elapsed_seconds=0.649144
nsds2_n20000wmin20000-165-s568312405c1192793.ukp	faithful	ok	1	0.137276	1499073.000000	1192770.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.152838 last_stop_reason=
nsds2_n20000wmin20000-165-s568312405c1192793.ukp	ukp5	ok	1	0.693473	1499073.000000	1192770.000000	1					elapsed_seconds=0.727909
nsds2_n20000wmin20000-166-s661392405c1405261.ukp	faithful	ok	1	0.010962	1785668.000000	1405225.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.025968 last_stop_reason=
nsds2_n20000wmin20000-166-s661392405c1405261.ukp	ukp5	ok	1	0.355079	1785668.000000	1405225.000000	1					elapsed_seconds=0.391409
