# EDUK2 solver execution report
# generated_at: 2026-08-24T17:43:34-03:00
# primary_time: internal_seconds (average over successful runs)
instance	algorithm	status	runs	internal_seconds	profit	weight	optimal	verified	states_scanned	points_generated	bb_nodes	details
hi_n10000-165-s562005415c53265396.ukp	faithful	ok	1	0.035908	6712236496.000000	53265391.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.041585 last_stop_reason=
hi_n10000-165-s562005415c53265396.ukp	ukp5	ok	1	0.237650	6712236496.000000	53265391.000000	1					elapsed_seconds=0.450649
hi_n10000-166-s986141003c63442624.ukp	faithful	ok	1	0.099832	7408889924.000000	63442577.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.106066 last_stop_reason=
hi_n10000-166-s986141003c63442624.ukp	ukp5	ok	1	0.387958	7408889924.000000	63442577.000000	1					elapsed_seconds=0.744742
hi_n10000-167-s503963159c47139048.ukp	faithful	ok	1	0.296679	5045154837.000000	47139041.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.303535 last_stop_reason=
hi_n10000-167-s503963159c47139048.ukp	ukp5	ok	1	0.677665	5045154837.000000	47139041.000000	1					elapsed_seconds=0.949469
hi_n10000-168-s568785642c29041453.ukp	faithful	ok	1	0.045892	3783329817.000000	29041432.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.051651 last_stop_reason=
hi_n10000-168-s568785642c29041453.ukp	ukp5	ok	1	0.281623	3783329817.000000	29041432.000000	1					elapsed_seconds=0.412736
hi_n10000-169-s918500202c56205560.ukp	faithful	ok	1	0.018084	8117460576.000000	56205444.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.023607 last_stop_reason=
hi_n10000-169-s918500202c56205560.ukp	ukp5	ok	1	0.660979	8117460576.000000	56205444.000000	1					elapsed_seconds=0.971955
hi_n10000-16-s221755733c6712104.ukp	faithful	ok	1	0.067675	825370611.000000	6712037.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.073377 last_stop_reason=
hi_n10000-16-s221755733c6712104.ukp	ukp5	ok	1	0.325119	825370611.000000	6712037.000000	1					elapsed_seconds=0.383079
hi_n10000-170-s865173399c57725132.ukp	faithful	ok	1	0.280975	7747401034.000000	57725008.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.287881 last_stop_reason=
hi_n10000-170-s865173399c57725132.ukp	ukp5	ok	1	0.734503	7747401034.000000	57725008.000000	1					elapsed_seconds=1.076128
hi_n10000-171-s982002864c71501062.ukp	faithful	ok	1	0.275670	13620001617.000000	71500968.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.282068 last_stop_reason=
hi_n10000-171-s982002864c71501062.ukp	ukp5	ok	1	0.806209	13620001617.000000	71500968.000000	1					elapsed_seconds=1.175721
