# EDUK2 solver execution report
# generated_at: 2026-08-24T18:59:49-03:00
# primary_time: internal_seconds (average over successful runs)
instance	algorithm	status	runs	internal_seconds	profit	weight	optimal	verified	states_scanned	points_generated	bb_nodes	details
sc_a5n10000wmin110000-1-c9021988.ukp	ukp5	ok	1	0.540134	9022398.000000	9021988.000000	1					elapsed_seconds=0.588709
sc_a-5n10000wmin110000-2-c6684804.ukp	faithful	ok	1	1.192621	6684524.000000	6684804.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=1.198724 last_stop_reason=
sc_a-5n10000wmin110000-2-c6684804.ukp	ukp5	ok	1	0.538440	6684524.000000	6684804.000000	1					elapsed_seconds=0.577558
sc_a5n10000wmin110000-2-c9318995.ukp	faithful	ok	1	4.975256	9319415.000000	9318995.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=4.981545 last_stop_reason=
sc_a5n10000wmin110000-2-c9318995.ukp	ukp5	ok	1	0.540777	9319415.000000	9318995.000000	1					elapsed_seconds=0.586607
sc_a-5n10000wmin110000-3-c6793685.ukp	faithful	ok	1	1.885003	6793400.000000	6793685.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=1.890983 last_stop_reason=
sc_a-5n10000wmin110000-3-c6793685.ukp	ukp5	ok	1	0.554495	6793400.000000	6793685.000000	1					elapsed_seconds=0.595124
sc_a5n10000wmin110000-3-c7107047.ukp	faithful	ok	1	3.415160	7107367.000000	7107047.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=3.421320 last_stop_reason=
sc_a5n10000wmin110000-3-c7107047.ukp	ukp5	ok	1	0.677047	7107367.000000	7107047.000000	1					elapsed_seconds=0.723108
sc_a-5n10000wmin110000-4-c2294764.ukp	faithful	ok	1	7.673117	2294664.000000	2294764.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=7.688305 last_stop_reason=
sc_a-5n10000wmin110000-4-c2294764.ukp	ukp5	ok	1	0.526923	2294664.000000	2294764.000000	1					elapsed_seconds=0.552895
sc_a5n10000wmin110000-4-c3213842.ukp	faithful	ok	1	0.404382	3213987.000000	3213842.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.418192 last_stop_reason=
sc_a5n10000wmin110000-4-c3213842.ukp	ukp5	ok	1	0.536573	3213987.000000	3213842.000000	1					elapsed_seconds=0.565801
sc_a-5n10000wmin110000-5-c3507099.ukp	faithful	ok	1	7.887785	3506949.000000	3507099.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=7.902838 last_stop_reason=
sc_a-5n10000wmin110000-5-c3507099.ukp	ukp5	ok	1	0.544986	3506949.000000	3507099.000000	1					elapsed_seconds=0.575381
sc_a5n10000wmin110000-5-c7174337.ukp	faithful	ok	1	0.478073	7174662.000000	7174337.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.484108 last_stop_reason=
sc_a5n10000wmin110000-5-c7174337.ukp	ukp5	ok	1	0.509025	7174662.000000	7174337.000000	1					elapsed_seconds=0.546745
sc_a5n10000wmin110000-6-c3106384.ukp	faithful	ok	1	0.421898	3106524.000000	3106384.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.436143 last_stop_reason=
sc_a5n10000wmin110000-6-c3106384.ukp	ukp5	ok	1	0.541179	3106524.000000	3106384.000000	1					elapsed_seconds=0.569262
