# EDUK2 solver execution report
# generated_at: 2026-08-24T11:02:19-03:00
instance	algorithm	status	runs	elapsed_seconds	profit	weight	optimal	verified	states_scanned	points_generated	bb_nodes	details
hi_n10000-148-s158763026c2623462.ukp	faithful	ok	1	0,078596	254450587,000000	2623454,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-148-s158763026c2623462.ukp	ocaml_pyasukpt	ok	1	2,094342	254450587,000000		0,000000			18280,000000	10001,000000	Not a Saw ukp       8387 false          2      18280 false       254450587    2.08508 10001
hi_n10000-149-s749672123c2293788.ukp	faithful	ok	1	0,051031	256769966,000000	2293703,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-149-s749672123c2293788.ukp	ocaml_pyasukpt	ok	1	0,945555	256769966,000000		0,000000			9641,000000	10001,000000	Not a Saw ukp       5521 true          1       9641 false       256769966    0.93453 10001
hi_n10000-14-s318339058c72410003.ukp	faithful	ok	1	0,125264	8817076872,000000	72406872,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-14-s318339058c72410003.ukp	ocaml_pyasukpt	ok	1	0,011794	8817076872,000000		0,000000			7138,000000	10001,000000	Not a Saw ukp         39 true          1       7138 false      8817076872    0.00334 10001
hi_n10000-150-s284805461c74513131.ukp	faithful	ok	1	0,135664	9673422484,000000	74513107,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-150-s284805461c74513131.ukp	ocaml_pyasukpt	ok	1	0,357129	9673422484,000000		0,000000			219881,000000	10001,000000	Not a Saw ukp       2395 false          4     219881 false      9673422484    0.34023 10001
hi_n10000-151-s718716699c44163683.ukp	faithful	ok	1	0,213190	6806840882,000000	44163605,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-151-s718716699c44163683.ukp	ocaml_pyasukpt	ok	1	0,784373	6806840882,000000		0,000000			264899,000000	10001,000000	Not a Saw ukp       2645 false          4     264899 false      6806840882    0.76403 10001
